# Created by Octave 4.2.2, Tue Nov 12 21:02:47 2019 CET <oem@lucamachine>
# name: coord
# type: matrix
# rows: 441
# columns: 2
 0.35 0.4
 0.45 0.4
 0.55 0.4
 0.6500000000000001 0.4
 0.7500000000000001 0.4
 0.8500000000000001 0.4
 0.9500000000000001 0.4
 0.05 0.6000000000000001
 0.15 0.6000000000000001
 0.25 0.6000000000000001
 0.35 0.6000000000000001
 0.45 0.6000000000000001
 0.55 0.6000000000000001
 0.6500000000000001 0.6000000000000001
 0.7500000000000001 0.6000000000000001
 0.8500000000000001 0.6000000000000001
 0.9500000000000001 0.6000000000000001
 0.05 0.8
 0.15 0.8
 0.25 0.8
 0.35 0.8
 0.45 0.8
 0.55 0.8
 0.6500000000000001 0.8
 0.7500000000000001 0.8
 0.8500000000000001 0.8
 0.9500000000000001 0.8
 0.05 1
 0.15 1
 0.25 1
 0.35 1
 0.45 1
 0.55 1
 0.6500000000000001 1
 0.7500000000000001 1
 0.8500000000000001 1
 0.9500000000000001 1
 0.05 1.2
 0.15 1.2
 0.25 1.2
 0.35 1.2
 0.45 1.2
 0.55 1.2
 0.6500000000000001 1.2
 0.7500000000000001 1.2
 0.8500000000000001 1.2
 0.9500000000000001 1.2
 0.05 1.4
 0.15 1.4
 0.25 1.4
 0.35 1.4
 0.45 1.4
 0.55 1.4
 0.6500000000000001 1.4
 0.7500000000000001 1.4
 0.8500000000000001 1.4
 0.9500000000000001 1.4
 0.05 1.6
 0.15 1.6
 0.25 1.6
 0.35 1.6
 0.45 1.6
 0.55 1.6
 0.6500000000000001 1.6
 0.7500000000000001 1.6
 0.8500000000000001 1.6
 0.9500000000000001 1.6
 0.05 1.8
 0.15 1.8
 0.25 1.8
 0.35 1.8
 0.45 1.8
 0.55 1.8
 0.6500000000000001 1.8
 0.7500000000000001 1.8
 0.8500000000000001 1.8
 0.9500000000000001 1.8
 0.05 2
 0.15 2
 0.25 2
 0.35 2
 0.45 2
 0.55 2
 0.6500000000000001 2
 0.7500000000000001 2
 0.8500000000000001 2
 0.9500000000000001 2
 0 0.1
 0.05 0.1
 0.1 0.1
 0.15 0.1
 0.2 0.1
 0.25 0.1
 0.3 0.1
 0.35 0.1
 0.4 0.1
 0.45 0.1
 0.5 0.1
 0.55 0.1
 0.6000000000000001 0.1
 0.65 0.1
 0.7000000000000001 0.1
 0.75 0.1
 0.8 0.1
 0.8500000000000001 0.1
 0.9 0.1
 0.9500000000000001 0.1
 1 0.1
 0 0.3
 0.05 0.3
 0.1 0.3
 0.15 0.3
 0.2 0.3
 0.25 0.3
 0.3 0.3
 0.35 0.3
 0.4 0.3
 0.45 0.3
 0.5 0.3
 0.55 0.3
 0.6000000000000001 0.3
 0.65 0.3
 0.7000000000000001 0.3
 0.75 0.3
 0.8 0.3
 0.8500000000000001 0.3
 0.9 0.3
 0.9500000000000001 0.3
 1 0.3
 0 0.5
 0.05 0.5
 0.1 0.5
 0.15 0.5
 0.2 0.5
 0.25 0.5
 0.3 0.5
 0.35 0.5
 0.4 0.5
 0.45 0.5
 0.5 0.5
 0.55 0.5
 0.6000000000000001 0.5
 0.65 0.5
 0.7000000000000001 0.5
 0.75 0.5
 0.8 0.5
 0.8500000000000001 0.5
 0.9 0.5
 0.9500000000000001 0.5
 1 0.5
 0 0.7000000000000001
 0.05 0.7000000000000001
 0.1 0.7000000000000001
 0.15 0.7000000000000001
 0.2 0.7000000000000001
 0.25 0.7000000000000001
 0.3 0.7000000000000001
 0.35 0.7000000000000001
 0.4 0.7000000000000001
 0.45 0.7000000000000001
 0.5 0.7000000000000001
 0.55 0.7000000000000001
 0.6000000000000001 0.7000000000000001
 0.65 0.7000000000000001
 0.7000000000000001 0.7000000000000001
 0.75 0.7000000000000001
 0.8 0.7000000000000001
 0.8500000000000001 0.7000000000000001
 0.9 0.7000000000000001
 0.9500000000000001 0.7000000000000001
 1 0.7000000000000001
 0 0.9
 0.05 0.9
 0.1 0.9
 0.15 0.9
 0.2 0.9
 0.25 0.9
 0.3 0.9
 0.35 0.9
 0.4 0.9
 0.45 0.9
 0.5 0.9
 0.55 0.9
 0.6000000000000001 0.9
 0.65 0.9
 0.7000000000000001 0.9
 0.75 0.9
 0.8 0.9
 0.8500000000000001 0.9
 0.9 0.9
 0.9500000000000001 0.9
 1 0.9
 0 1.1
 0.05 1.1
 0.1 1.1
 0.15 1.1
 0.2 1.1
 0.25 1.1
 0.3 1.1
 0.35 1.1
 0.4 1.1
 0.45 1.1
 0.5 1.1
 0.55 1.1
 0.6000000000000001 1.1
 0.65 1.1
 0.7000000000000001 1.1
 0.75 1.1
 0.8 1.1
 0.8500000000000001 1.1
 0.9 1.1
 0.9500000000000001 1.1
 1 1.1
 0 1.3
 0.05 1.3
 0.1 1.3
 0.15 1.3
 0.2 1.3
 0.25 1.3
 0.3 1.3
 0.35 1.3
 0.4 1.3
 0.45 1.3
 0.5 1.3
 0.55 1.3
 0.6000000000000001 1.3
 0.65 1.3
 0.7000000000000001 1.3
 0.75 1.3
 0.8 1.3
 0.8500000000000001 1.3
 0.9 1.3
 0.9500000000000001 1.3
 1 1.3
 0 1.5
 0.05 1.5
 0.1 1.5
 0.15 1.5
 0.2 1.5
 0.25 1.5
 0.3 1.5
 0.35 1.5
 0.4 1.5
 0.45 1.5
 0.5 1.5
 0.55 1.5
 0.6000000000000001 1.5
 0.65 1.5
 0.7000000000000001 1.5
 0.75 1.5
 0.8 1.5
 0.8500000000000001 1.5
 0.9 1.5
 0.9500000000000001 1.5
 1 1.5
 0 1.7
 0.05 1.7
 0.1 1.7
 0.15 1.7
 0.2 1.7
 0.25 1.7
 0.3 1.7
 0.35 1.7
 0.4 1.7
 0.45 1.7
 0.5 1.7
 0.55 1.7
 0.6000000000000001 1.7
 0.65 1.7
 0.7000000000000001 1.7
 0.75 1.7
 0.8 1.7
 0.8500000000000001 1.7
 0.9 1.7
 0.9500000000000001 1.7
 1 1.7
 0 1.9
 0.05 1.9
 0.1 1.9
 0.15 1.9
 0.2 1.9
 0.25 1.9
 0.3 1.9
 0.35 1.9
 0.4 1.9
 0.45 1.9
 0.5 1.9
 0.55 1.9
 0.6000000000000001 1.9
 0.65 1.9
 0.7000000000000001 1.9
 0.75 1.9
 0.8 1.9
 0.8500000000000001 1.9
 0.9 1.9
 0.9500000000000001 1.9
 1 1.9


# name: elemNodeTable
# type: matrix
# rows: 200
# columns: 6
 1 13 12 132 232 233
 1 2 13 234 233 122
 2 14 13 133 234 235
 2 3 14 236 235 123
 3 15 14 134 236 237
 3 4 15 238 237 124
 4 16 15 135 238 239
 4 5 16 240 239 125
 5 17 16 136 240 241
 5 6 17 242 241 126
 6 18 17 137 242 243
 6 7 18 244 243 127
 7 19 18 138 244 245
 7 8 19 246 245 128
 8 20 19 139 246 247
 8 9 20 248 247 129
 9 21 20 140 248 249
 9 10 21 250 249 130
 10 22 21 141 250 251
 10 11 22 252 251 131
 12 24 23 142 253 254
 12 13 24 255 254 132
 13 25 24 143 255 256
 13 14 25 257 256 133
 14 26 25 144 257 258
 14 15 26 259 258 134
 15 27 26 145 259 260
 15 16 27 261 260 135
 16 28 27 146 261 262
 16 17 28 263 262 136
 17 29 28 147 263 264
 17 18 29 265 264 137
 18 30 29 148 265 266
 18 19 30 267 266 138
 19 31 30 149 267 268
 19 20 31 269 268 139
 20 32 31 150 269 270
 20 21 32 271 270 140
 21 33 32 151 271 272
 21 22 33 273 272 141
 23 35 34 152 274 275
 23 24 35 276 275 142
 24 36 35 153 276 277
 24 25 36 278 277 143
 25 37 36 154 278 279
 25 26 37 280 279 144
 26 38 37 155 280 281
 26 27 38 282 281 145
 27 39 38 156 282 283
 27 28 39 284 283 146
 28 40 39 157 284 285
 28 29 40 286 285 147
 29 41 40 158 286 287
 29 30 41 288 287 148
 30 42 41 159 288 289
 30 31 42 290 289 149
 31 43 42 160 290 291
 31 32 43 292 291 150
 32 44 43 161 292 293
 32 33 44 294 293 151
 34 46 45 162 295 296
 34 35 46 297 296 152
 35 47 46 163 297 298
 35 36 47 299 298 153
 36 48 47 164 299 300
 36 37 48 301 300 154
 37 49 48 165 301 302
 37 38 49 303 302 155
 38 50 49 166 303 304
 38 39 50 305 304 156
 39 51 50 167 305 306
 39 40 51 307 306 157
 40 52 51 168 307 308
 40 41 52 309 308 158
 41 53 52 169 309 310
 41 42 53 311 310 159
 42 54 53 170 311 312
 42 43 54 313 312 160
 43 55 54 171 313 314
 43 44 55 315 314 161
 45 57 56 172 316 317
 45 46 57 318 317 162
 46 58 57 173 318 319
 46 47 58 320 319 163
 47 59 58 174 320 321
 47 48 59 322 321 164
 48 60 59 175 322 323
 48 49 60 324 323 165
 49 61 60 176 324 325
 49 50 61 326 325 166
 50 62 61 177 326 327
 50 51 62 328 327 167
 51 63 62 178 328 329
 51 52 63 330 329 168
 52 64 63 179 330 331
 52 53 64 332 331 169
 53 65 64 180 332 333
 53 54 65 334 333 170
 54 66 65 181 334 335
 54 55 66 336 335 171
 56 68 67 182 337 338
 56 57 68 339 338 172
 57 69 68 183 339 340
 57 58 69 341 340 173
 58 70 69 184 341 342
 58 59 70 343 342 174
 59 71 70 185 343 344
 59 60 71 345 344 175
 60 72 71 186 345 346
 60 61 72 347 346 176
 61 73 72 187 347 348
 61 62 73 349 348 177
 62 74 73 188 349 350
 62 63 74 351 350 178
 63 75 74 189 351 352
 63 64 75 353 352 179
 64 76 75 190 353 354
 64 65 76 355 354 180
 65 77 76 191 355 356
 65 66 77 357 356 181
 67 79 78 192 358 359
 67 68 79 360 359 182
 68 80 79 193 360 361
 68 69 80 362 361 183
 69 81 80 194 362 363
 69 70 81 364 363 184
 70 82 81 195 364 365
 70 71 82 366 365 185
 71 83 82 196 366 367
 71 72 83 368 367 186
 72 84 83 197 368 369
 72 73 84 370 369 187
 73 85 84 198 370 371
 73 74 85 372 371 188
 74 86 85 199 372 373
 74 75 86 374 373 189
 75 87 86 200 374 375
 75 76 87 376 375 190
 76 88 87 201 376 377
 76 77 88 378 377 191
 78 90 89 202 379 380
 78 79 90 381 380 192
 79 91 90 203 381 382
 79 80 91 383 382 193
 80 92 91 204 383 384
 80 81 92 385 384 194
 81 93 92 205 385 386
 81 82 93 387 386 195
 82 94 93 206 387 388
 82 83 94 389 388 196
 83 95 94 207 389 390
 83 84 95 391 390 197
 84 96 95 208 391 392
 84 85 96 393 392 198
 85 97 96 209 393 394
 85 86 97 395 394 199
 86 98 97 210 395 396
 86 87 98 397 396 200
 87 99 98 211 397 398
 87 88 99 399 398 201
 89 101 100 212 400 401
 89 90 101 402 401 202
 90 102 101 213 402 403
 90 91 102 404 403 203
 91 103 102 214 404 405
 91 92 103 406 405 204
 92 104 103 215 406 407
 92 93 104 408 407 205
 93 105 104 216 408 409
 93 94 105 410 409 206
 94 106 105 217 410 411
 94 95 106 412 411 207
 95 107 106 218 412 413
 95 96 107 414 413 208
 96 108 107 219 414 415
 96 97 108 416 415 209
 97 109 108 220 416 417
 97 98 109 418 417 210
 98 110 109 221 418 419
 98 99 110 420 419 211
 100 112 111 222 421 422
 100 101 112 423 422 212
 101 113 112 223 423 424
 101 102 113 425 424 213
 102 114 113 224 425 426
 102 103 114 427 426 214
 103 115 114 225 427 428
 103 104 115 429 428 215
 104 116 115 226 429 430
 104 105 116 431 430 216
 105 117 116 227 431 432
 105 106 117 433 432 217
 106 118 117 228 433 434
 106 107 118 435 434 218
 107 119 118 229 435 436
 107 108 119 437 436 219
 108 120 119 230 437 438
 108 109 120 439 438 220
 109 121 120 231 439 440
 109 110 121 441 440 221


# name: boundary
# type: matrix
# rows: 40
# columns: 4
 1 1 122 2
 1 2 123 3
 1 3 124 4
 1 4 125 5
 1 5 126 6
 1 6 127 7
 1 7 128 8
 1 8 129 9
 1 9 130 10
 1 10 131 11
 1 11 252 22
 1 1 232 12
 1 22 273 33
 1 12 253 23
 1 33 294 44
 1 23 274 34
 1 44 315 55
 1 34 295 45
 1 55 336 66
 1 45 316 56
 1 66 357 77
 1 56 337 67
 1 77 378 88
 1 67 358 78
 1 88 399 99
 1 78 379 89
 1 99 420 110
 1 89 400 100
 1 110 441 121
 1 100 421 111
 1 111 222 112
 1 112 223 113
 1 113 224 114
 1 114 225 115
 1 115 226 116
 1 116 227 117
 1 117 228 118
 1 118 229 119
 1 119 230 120
 1 120 231 121


